Time
2017-02-28 00:29:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-02-28 03:43:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-03-01 03:42:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-03-01 03:48:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-03-01 04:54:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-03-01 04:03:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-03-01 04:21:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-03-01 05:35:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-03-01 05:29:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-03-01 06:39:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-03-01 07:48:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-02-28 00:29:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-02-28 03:29:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-03-01 03:30:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-03-01 03:31:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-03-01 04:33:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-03-01 04:34:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-03-01 04:29:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-03-01 05:30:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-03-01 06:31:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-03-01 07:33:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-03-01 06:34:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1

Summary
