Time
2017-02-28 00:29:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-02-28 00:43:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-03-01 00:42:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-03-01 00:48:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-03-01 01:54:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-03-01 02:03:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-03-01 02:21:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-03-01 02:35:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-03-01 02:29:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-03-01 02:39:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-03-01 02:48:46.250     5.750 TCP     140.115.135.25:8080 ->       31.13.87.1:3128          3      373     1
2017-02-28 00:29:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-02-28 00:29:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-03-01 00:30:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-03-01 00:31:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-03-01 00:33:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-03-01 00:34:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-03-01 01:29:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-03-01 01:30:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-03-01 02:31:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-03-01 02:33:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1
2017-03-01 02:34:46.250     5.750 TCP     140.115.135.25:57272 ->       31.13.87.1:443          3      373     1

Summary
